"","REF_AREA","Country","INDICATOR","Indicator","SEX","Sex","AGE","Current.age","WEALTH_QUINTILE","Wealth.Quintile","RESIDENCE","Residence","MATERNAL_EDU_LVL","Mother.s.Education.Level","HEAD_OF_HOUSE","Head.of.House","UNIT_MULTIPLIER","Unit.multiplier","UNIT_MEASURE","Unit.of.measure","SOURCE_LINK","SERIES_FOOTNOTE","CUSTODIAN","INDICATOR_DEFINITION","NUMERATOR_DEFINITION","DENOMINATOR_DEFINITION","PUBLICATION_DATE","TIME_PERIOD","OBS_VALUE","DATA_SOURCE","OBS_STATUS","Observation.Status","OBS_CONF","Observation.confidentaility","LOWER_BOUND","UPPER_BOUND","STD_ERR","WGTD_SAMPL_SIZE","TIME_PERIOD_METHOD","Time.period.activity.related.to.when.the.data.are.collected","COVERAGE_TIME","FREQ_COLL","Time.interval.at.which.the.source.data.are.collected","OBS_FOOTNOTE"
"1161","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,5.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.7953725,6.0173125,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1162","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,5.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.7286711,5.9075546,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1163","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,5.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.6483107,5.8305902,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1164","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,5.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.5603018,5.7827196,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1165","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,5.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.4884233,5.7425566,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1166","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,5.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.4374871,5.7076154,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1167","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,5.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.3700466,5.71766,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1168","KGZ","Kyrgyzstan","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,5.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.2283874,5.8328042,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1169","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,15.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.1990347,20.733852,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1170","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,15.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.1623945,20.85759,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1171","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,14.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",9.0164785,19.844822,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1172","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,14.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.6328011,19.00721,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1173","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,14.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.6526251,19.234718,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1174","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,13.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.2961044,18.402311,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1175","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,13.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.411725,18.416473,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1176","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,13.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.3928909,17.771963,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1177","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,13.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.3306637,17.663816,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1178","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,13,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.091795,17.325779,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1179","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,12.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.0803652,17.020327,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1180","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,12.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.8960524,16.867571,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1181","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,12.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.7965698,17.13343,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1182","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,12.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.752172,16.90823,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1183","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,12.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.5860119,16.789295,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1184","KHM","Cambodia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,12.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.5959163,16.404036,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1185","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,3.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",3.7577846,3.9260962,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1186","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,3.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",3.8457623,3.9502497,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1187","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",3.936929,4.0178065,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1188","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,4.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.0336728,4.1204038,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1189","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,4.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.1445222,4.2435346,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1190","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,4.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.2712855,4.3794017,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1191","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,4.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.4113655,4.524622,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1192","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,4.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.5610437,4.6769476,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1193","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,4.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.7166967,4.834012,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1194","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,4.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.8753037,4.9928336,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1195","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,5.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.0345464,5.1497827,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1196","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,5.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.192451,5.3008313,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1197","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,5.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.3467598,5.442277,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1198","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,5.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.4930415,5.5725579,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1199","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,5.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.6191874,5.6977835,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1200","KOR","Republic of Korea","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,5.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.7081761,5.8290229,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1201","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,10.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.9741945,13.279406,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1202","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,10.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.9246702,13.074519,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1203","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,10.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",8.0127678,13.228643,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1204","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,10.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.972034,13.334317,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1205","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,10.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.7899694,12.908972,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1206","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,10.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.8491936,13.224914,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1207","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,10.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.9816046,13.181443,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1208","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,10.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.7905774,13.140747,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1209","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,10.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.8333454,12.931965,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1210","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,10,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.7547641,13.020177,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1211","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,10,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.789834,13.45147,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1212","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,10,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.5928712,12.707557,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1213","KWT","Kuwait","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,9.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.6534181,12.773225,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
